No	도메인	분류	서비스명	플랫폼	기능 그룹	기능	설명
701	커머스	뷰티	화해	앱	리뷰 관리	리뷰 스크랩하기	리뷰 스크랩 저장
702	커머스	뷰티	화해	앱	리뷰 관리	리뷰 댓글 달기	리뷰에 댓글 쓰기
703	커머스	뷰티	화해	앱	리뷰 관리	리뷰 댓글 삭제하기	리뷰에 댓글 삭제하기
704	커머스	뷰티	화해	앱	리뷰 관리	리뷰 좋아요 평가하기	좋아요 버튼을 통해 리뷰 평가하기
705	커머스	뷰티	화해	앱	리뷰 관리	리뷰 작성하기	리뷰 작성하기
706	커머스	뷰티	화해	앱	리뷰 관리	리뷰 가이드 첨부하기	리뷰에 가이드 사진을 첨부하기
707	커머스	뷰티	화해	앱	리뷰 관리	리뷰 사진 첨부하기 	리뷰에 사진을 첨부하기
708	커머스	뷰티	화해	앱	리뷰 관리	리뷰 사진 촬영하기	리뷰에 첨부할 사진을 촬영하기
709	커머스	뷰티	화해	앱	리뷰 관리	리뷰 검수하기	운영 가이드라인에 맞는 리뷰인지 운영진 검토
710	커머스	뷰티	화해	앱	알림 설정	뷰티 콘텐츠 알림 켜기	뷰티 콘텐츠 알림 켜기
711	커머스	뷰티	화해	앱	알림 설정	뷰티 콘텐츠 알림 끄기	뷰티 콘텐츠 알림 끄기
712	커머스	뷰티	화해	앱	알림 설정	요청 제품 알림 켜기	요청 제품 알림 켜기
713	커머스	뷰티	화해	앱	알림 설정	요청 제품 알림 끄기	요청 제품 알림 끄기
714	커머스	뷰티	화해	앱	알림 설정	댓글 알림 켜기	댓글 알림 켜기
715	커머스	뷰티	화해	앱	알림 설정	댓글 알림 끄기	댓글 알림 끄기
716	커머스	뷰티	화해	앱	알림 설정	이벤트 알림 켜기	이벤트 알림 켜기
717	커머스	뷰티	화해	앱	알림 설정	이벤트 알림 끄기	이벤트 알림 끄기
718	커머스	뷰티	화해	앱	알림 설정	구매한 상품의 리뷰 요청 알림 켜기	구매한 상품의 리뷰 요청 알림 켜기
719	커머스	뷰티	화해	앱	알림 설정	구매한 상품의 리뷰 요청 알림 끄기	구매한 상품의 리뷰 요청 알림 끄기
720	커머스	뷰티	화해	앱	알림 설정	쇼핑 마케팅 정보 알림 켜기	쇼핑 마케팅 정보 알림 켜기
721	커머스	뷰티	화해	앱	알림 설정	쇼핑 마케팅 정보 알림 끄기	쇼핑 마케팅 정보 알림 끄기
722	의료/제약/헬스케어	의료	닥터나우	앱	검색하기	증상, 질병, 병원 통합 검색하기	증상, 질병, 병원 을 검색하여  키워드에 해당하는 비대면 진료, 질병, 병원, 상담, 건강 백과 리스트 통합 조회
723	의료/제약/헬스케어	의료	닥터나우	앱	검색하기	검색 시 최근 검색어 조회하기	검색 창에서 사용자가 검색한 검색어 조회
724	의료/제약/헬스케어	의료	닥터나우	앱	검색하기	검색 시 많이 검색된 질병 태그 조회하기	검색 창에서 많이 검색된 질병 태그 조회
725	의료/제약/헬스케어	의료	닥터나우	앱	검색하기	검색 시 많이 검색된 증상 랭킹 조회하기	검색 창에서 많이 검색된 증상 랭킹 조회
726	의료/제약/헬스케어	의료	닥터나우	앱	검색하기	병원 검색하기	병원 이름, 지역, 과목, 증상 을 검색하여 키워드에 해당하는 병원 리스트 조회
727	의료/제약/헬스케어	의료	닥터나우	앱	검색하기	의료상담 검색하기	과목, 증상 을 검색하여 키워드에 해당하는 의료상담 리스트 조회
728	의료/제약/헬스케어	의료	닥터나우	앱	검색하기	커뮤니티 검색하기 	키워드에 해당하는 커뮤니티 글 리스트 조회
729	의료/제약/헬스케어	의료	닥터나우	앱	검색하기	검색 시 자주 찾는 검색어 랭킹 조회하기	검색 창에서 자주 찾는검색어 랭킹 조회
730	의료/제약/헬스케어	의료	닥터나우	앱	검색하기	인기 검색어 태그 조회하기	인기 검색어 태그 조회
731	의료/제약/헬스케어	의료	닥터나우	앱	병원 조회	태그별 병원 목록 보기	증상 태그별로 분류된 병원 리스트 조회
732	의료/제약/헬스케어	의료	닥터나우	앱	병원 조회	카테고리별 병원 목록 보기	진료 카테고리별로 구분된 병원 리스트 조회
733	의료/제약/헬스케어	의료	닥터나우	앱	병원 조회	병원 필터링 하기	사용자가 선택한 옵션에 해당하는 병원 리스트 조회
734	의료/제약/헬스케어	의료	닥터나우	앱	병원 조회	병원 정렬하기	사용자가 선택한 옵션으로 정렬된 병원 리스트 조회
735	의료/제약/헬스케어	의료	닥터나우	앱	병원 조회	병원 정보 상세 조회	병원 정보 상세 조회
736	의료/제약/헬스케어	의료	닥터나우	앱	병원 조회	병원 정보 공유하기	병원 정보 상세 링크 공유
737	의료/제약/헬스케어	의료	닥터나우	앱	병원 조회	병원 전화하기	사용자 기기에 병원 전화번호를 연결
738	의료/제약/헬스케어	의료	닥터나우	앱	병원 조회	병원 알림 신청하기	병원 정보 추가 시 알림 신청
739	의료/제약/헬스케어	의료	닥터나우	앱	병원 조회	병원 후기 조회	병원 방문 후기 리스트 조회
740	의료/제약/헬스케어	의료	닥터나우	앱	병원 조회	병원 후기 필터링하기	사용자가 선택한 옵션에 해당하는 리스트 조회
741	의료/제약/헬스케어	의료	닥터나우	앱	병원 조회	병원 후기 정렬하기	사용자가 선택한 옵션으로 정렬된 병원 방문 후기 리스트 조회
742	의료/제약/헬스케어	의료	닥터나우	앱	병원 조회	병원 지도 보기	병원 위치 지도 보기
743	의료/제약/헬스케어	의료	닥터나우	앱	의료 콘텐츠	질병 백과 리스트보기	질병 리스트 조회
744	의료/제약/헬스케어	의료	닥터나우	앱	의료 콘텐츠	질병 정보 상세 보기	질병 정보 상세 조회
745	의료/제약/헬스케어	의료	닥터나우	앱	의료 콘텐츠	건강 매거진 리스트 보기	건강 매거진 리스트 조회
746	의료/제약/헬스케어	의료	닥터나우	앱	의료 콘텐츠	건강 매거진 상세 보기	건강 매거진 상세 조회
747	의료/제약/헬스케어	의료	닥터나우	앱	의료 콘텐츠	건강 매거진 좋아요 평가하기	건강 매거진 좋아요 평가
748	의료/제약/헬스케어	의료	닥터나우	앱	의료 콘텐츠	건강 매거진 공유하기	건강 매거진 상세 링크 공유
749	의료/제약/헬스케어	의료	닥터나우	앱	커뮤니티	실시간 의료상담 목록 보기	실시간 의료 상담 리스트 조회
750	의료/제약/헬스케어	의료	닥터나우	앱	커뮤니티	방금 올라온 질문 목록 보기	방금 올라온 질문 리스트 조회
751	의료/제약/헬스케어	의료	닥터나우	앱	커뮤니티	의료상담 필터링 하기	사용자가 선택한 옵션에 해당하는 의료상담 리스트 조회
752	의료/제약/헬스케어	의료	닥터나우	앱	커뮤니티	의료상담 상세 보기	의료상담 상세 조회
753	의료/제약/헬스케어	의료	닥터나우	앱	커뮤니티	의료상담 내용 보관하기 	의료상담 상세 내용 보관
754	의료/제약/헬스케어	의료	닥터나우	앱	커뮤니티	의료상담 내용 공유하기	의료상담 상세 링크 공유
755	의료/제약/헬스케어	의료	닥터나우	앱	커뮤니티	의료상담 게시글 신고하기	의료상담 게시글 신고하기
756	의료/제약/헬스케어	의료	닥터나우	앱	커뮤니티	의료상담 작성자 신고하기	의료상담 작성자 신고하기
757	의료/제약/헬스케어	의료	닥터나우	앱	커뮤니티	의료상담 작성자 차단하기	의료상담 작성자 차단하기
758	의료/제약/헬스케어	의료	닥터나우	앱	커뮤니티	의료상담 답변 만족해요 평가하기	의료상담에 달린 답변 내용 만족해요 평가하기
759	의료/제약/헬스케어	의료	닥터나우	앱	커뮤니티	의료상담 답변 아쉬워요 평가하기	의료상담에 달린 답변 내용 아쉬워요 평가하기
760	의료/제약/헬스케어	의료	닥터나우	앱	커뮤니티	의료상담 답변 신고하기	의료상담에 달린 답변 내용 신고하기
761	의료/제약/헬스케어	의료	닥터나우	앱	커뮤니티	실시간 의료상담 질문 글 작성하기	실시간 의료상담 질문 글 작성하기
762	의료/제약/헬스케어	의료	닥터나우	앱	커뮤니티	실시간 의료상담 질문 글에 사진 첨부하기	실시간 의료상담 질문 글에 사진 첨부하기
763	의료/제약/헬스케어	의료	닥터나우	앱	커뮤니티	실시간 의료상담 질문 글에 사진 촬영하기	실시간 의료상담 질문 글에 사진 촬영하기
764	의료/제약/헬스케어	의료	닥터나우	앱	커뮤니티	실시간 의료상담 답변 평가하기	사용자의 실시간 의료상담 질문글에 답변된 실시간 고민 해결사의 답변 평가하기
765	의료/제약/헬스케어	의료	닥터나우	앱	커뮤니티	자주 찾는 의료상담 키워드 태그 조회하기	자주 찾는 의료상담 키워드 태그 조회
766	의료/제약/헬스케어	의료	닥터나우	앱	커뮤니티	베스트 질문 목록 보기	베스트 질문 리스트 조회
767	의료/제약/헬스케어	의료	닥터나우	앱	커뮤니티	카테고리별 커뮤니티 글 목록 보기	질문 카테고리별로 분류된 커뮤니티 리스트 조회
768	의료/제약/헬스케어	의료	닥터나우	앱	커뮤니티	커뮤니티 글 목록 보기	커뮤니티 리스트 조회
769	의료/제약/헬스케어	의료	닥터나우	앱	커뮤니티	커뮤니티 글 상세 보기	커뮤니티 글 상세 조회
770	의료/제약/헬스케어	의료	닥터나우	앱	커뮤니티	커뮤니티 게시글 신고하기	커뮤니티 게시글 신고하기
771	의료/제약/헬스케어	의료	닥터나우	앱	커뮤니티	커뮤니티 글 작성자 신고하기	커뮤니티 글 작성자 신고하기
772	의료/제약/헬스케어	의료	닥터나우	앱	커뮤니티	커뮤니티 글 공감해요 평가하기	커뮤니티 글 공감해요 평가하기
773	의료/제약/헬스케어	의료	닥터나우	앱	커뮤니티	커뮤니티 글 공유하기	커뮤니티 글 상세 링크 공유
774	의료/제약/헬스케어	의료	닥터나우	앱	커뮤니티	커뮤니티 글 댓글 쓰기	커뮤니티 글 댓글 쓰기
775	의료/제약/헬스케어	의료	닥터나우	앱	커뮤니티	커뮤니티 글 답글 쓰기	커뮤니티 글 답글 쓰기
776	의료/제약/헬스케어	의료	닥터나우	앱	커뮤니티	커뮤니티 댓글 신고하기	커뮤니티 댓글 신고하기
777	의료/제약/헬스케어	의료	닥터나우	앱	커뮤니티	커뮤니티 댓글 공감해요 평가하기	커뮤니티 댓글 공감해요 평가하기
778	의료/제약/헬스케어	의료	닥터나우	앱	커뮤니티	커뮤니티 댓글 삭제하기	커뮤니티 댓글 삭제하기
779	의료/제약/헬스케어	의료	닥터나우	앱	커뮤니티	커뮤니티 글쓰기	커뮤니티 글 작성
780	의료/제약/헬스케어	의료	닥터나우	앱	커뮤니티	커뮤니티 글에 사진 첨부하기	커뮤니티 글에 사진 첨부하기
781	의료/제약/헬스케어	의료	닥터나우	앱	커뮤니티	커뮤니티 글에 사진 촬영하기	커뮤니티 글에 사진 촬영하기
782	의료/제약/헬스케어	의료	닥터나우	앱	Auth	소셜 로그인 하기	소셜 정보를 연동하여 로그인
783	의료/제약/헬스케어	의료	닥터나우	앱	Auth	가입/이용 약관 동의하기	가입/이용을 위한 약관 조회 및 동의
784	의료/제약/헬스케어	의료	닥터나우	앱	Auth	로그아웃 하기	로그아웃
785	의료/제약/헬스케어	의료	닥터나우	앱	Auth	탈퇴 유의사항 동의하기	탈퇴 유의사항에 대한 내용 조회 및 동의하기
786	의료/제약/헬스케어	의료	닥터나우	앱	Auth	탈퇴하기	비밀번호를 입력 후 회원 탈퇴
787	의료/제약/헬스케어	의료	닥터나우	앱	계정관리	닉네임 자동 생성하기	닉네임 자동 생성
788	의료/제약/헬스케어	의료	닥터나우	앱	계정관리	닉네임 수정하기 	닉네임 수정
789	의료/제약/헬스케어	의료	닥터나우	앱	계정관리	프로필 사진 변경하기	프로필 사진 변경하기
790	의료/제약/헬스케어	의료	닥터나우	앱	계정관리	프로필 사진 촬영하기	프로필 사진 촬영하기
791	의료/제약/헬스케어	의료	닥터나우	앱	계정관리	프로필 사진 첨부하기	프로필 사진 첨부하기
792	의료/제약/헬스케어	의료	닥터나우	앱	계정관리	게시글 목록 보기	사용자가 작성한 커뮤니티 게시글 리스트 조회
793	의료/제약/헬스케어	의료	닥터나우	앱	계정관리	댓글 목록 보기	사용자가 작성한 커뮤니티 댓글 리스트 조회
794	의료/제약/헬스케어	의료	닥터나우	앱	계정관리	내 질문 목록 보기	사용자가 작성한 의료상담 질문 리스트 조회
795	의료/제약/헬스케어	의료	닥터나우	앱	계정관리	보관한 질문 목록 보기	사용자가 보관한 의료상담 질문 리스트 조회
796	의료/제약/헬스케어	의료	닥터나우	앱	계정관리	내 증상 체크	사용자가 입력한 증상 및 건강상태를 AI로 분석하여 관련 질병과 정보 제공 서비스
797	의료/제약/헬스케어	의료	닥터나우	앱	계정관리	진료 내역 조회하기	비대면 진료 내역 리스트 조회
798	의료/제약/헬스케어	의료	닥터나우	앱	계정관리	진료 내역 불러오기	간편 인증을 통해 전체 진료 내역 불러오기
799	의료/제약/헬스케어	의료	닥터나우	앱	계정관리	진료 후기 조회하기	사용자가 작성한 진료 후기 리스트 조회
800	의료/제약/헬스케어	의료	닥터나우	앱	계정관리	가족 정보 등록하기	사용자의 가족 정보 등록
801	의료/제약/헬스케어	의료	닥터나우	앱	계정관리	가족 정보 조회하기	사용자가 등록한 가족 리스트 조회
802	의료/제약/헬스케어	의료	닥터나우	앱	계정관리	가족 정보 수정하기	사용자가 등록한 가족 리스트 수정
803	의료/제약/헬스케어	의료	닥터나우	앱	계정관리	가족 정보 삭제하기	사용자가 등록한 가족 리스트 삭제
804	의료/제약/헬스케어	의료	닥터나우	앱	계정관리	건강 리포트 확인하기	건강 설문 답변을 통해 건강 리포트 확인
805	의료/제약/헬스케어	의료	닥터나우	앱	계정관리	영양제 구독하기	건강 리포트를 통해 영양제 처방을 받아 구독 신청
806	의료/제약/헬스케어	의료	닥터나우	앱	계정관리	구독 내역 조회하기	사용자의 영양제 구독 내역 조회
807	의료/제약/헬스케어	의료	닥터나우	앱	계정관리	건강검진 내역 불러오기	소셜 간편인증을 통해 건강검진 내역 조회
808	의료/제약/헬스케어	의료	닥터나우	앱	진료 신청	비대면 진료 신청하기	진료가 필요한 증상, 과목 선택하여 진료 신청
809	의료/제약/헬스케어	의료	닥터나우	앱	진료 신청	진료 의사 목록 보기	사용자가 요청한 증상, 과목에 맞는 진료 의사 리스트 조회
810	의료/제약/헬스케어	의료	닥터나우	앱	진료 신청	진료 의사 필터링하기	사용자가 선택한 옵션에 해당되는 진료 의사 리스트 조회
811	의료/제약/헬스케어	의료	닥터나우	앱	진료 신청	진료 의사 정렬하기	사용자가 선택한 옵션에 맞게 정렬된 진료 의사 리스트 조회
812	의료/제약/헬스케어	의료	닥터나우	앱	진료 신청	진료 의사 정보 상세 보기	진료 의사 정보 상제 조회
813	의료/제약/헬스케어	의료	닥터나우	앱	진료 신청	진료 의사 후기 조회하기	진료 의사 진료 후기 상세 조회
814	의료/제약/헬스케어	의료	닥터나우	앱	진료 신청	후기 필터링하기	사용자가 선택한 옵션에 해당되는 진료 의사의 후기 리스트 조회
815	의료/제약/헬스케어	의료	닥터나우	앱	진료 신청	진료 후기 작성하기	진료 후기 작성
816	의료/제약/헬스케어	의료	닥터나우	앱	진료 신청	진료 후기 게시글 신고하기	진료 후기 게시글 신고
817	의료/제약/헬스케어	의료	닥터나우	앱	진료 신청	진료 후기 작성자 신고하기	진료 후기 작성자 신고
818	의료/제약/헬스케어	의료	닥터나우	앱	진료 신청	진료 후기 작성자 차단하기	진료 후기 작성자 차단
819	의료/제약/헬스케어	의료	닥터나우	앱	진료 신청	약 수령 방법 선택하기 	퀵, 방문수령, 택배 중 수령 방법 선택하기
820	의료/제약/헬스케어	의료	닥터나우	앱	진료 내역 조회	진료 상태 조회하기	진료 진행 상태 조회
821	의료/제약/헬스케어	의료	닥터나우	앱	진료 내역 조회	진료 내역 조회하기	진료 상세 접수 내역 조회
822	의료/제약/헬스케어	의료	닥터나우	앱	진료 내역 조회	진료 재접수하기	진료 재접수 신청
823	의료/제약/헬스케어	의료	닥터나우	앱	진료 내역 조회	진료 의사 전화하기	사용자 기기에 진료 의사의 전화번호를 연결
824	의료/제약/헬스케어	의료	닥터나우	앱	진료 내역 조회	약국 처방전 조회하기	처방된 약국 처방전 상세 조회
825	의료/제약/헬스케어	의료	닥터나우	앱	진료 내역 조회	약국 전화하기	사용자 기기에 처방 약국 전화번호를 연결
826	의료/제약/헬스케어	의료	닥터나우	앱	배송 관리	주소 등록하기	약을 수령할 주소 등록
827	의료/제약/헬스케어	의료	닥터나우	앱	배송 관리	주소 수정하기	약을 수령할 주소 수정
828	의료/제약/헬스케어	의료	닥터나우	앱	배송 관리	주소 삭제하기	약을 수령할 주소 삭제
829	의료/제약/헬스케어	의료	닥터나우	앱	결제	포인트 적용하기	사용자가 보유한 포인트를 사용자가 입력한 금액만큼 차감하여 결제
830	의료/제약/헬스케어	의료	닥터나우	앱	결제	결제하기	진료 비용 결제
831	의료/제약/헬스케어	의료	닥터나우	앱	결제	의료진에게 답변받기 결제	실시간 의료상담에서 의료진에게 답변 받기를 선택했을 경우 결제
832	의료/제약/헬스케어	의료	닥터나우	앱	결제	결제 수단 조회하기	결제 수단 리스트 조회
833	의료/제약/헬스케어	의료	닥터나우	앱	결제	결제 카드 등록하기	신용/체크 카드 정보를 입력하여 결제 카드 등록
834	의료/제약/헬스케어	의료	닥터나우	앱	결제	카카오페이 등록하기	카카오페이 앱 인증을 통해 등록
835	의료/제약/헬스케어	의료	닥터나우	앱	포인트 관리	초대 링크 공유하기	친구 초대 성공 시 포인트를 받을 수 있는 사용자의 초대 링크 공유
836	의료/제약/헬스케어	의료	닥터나우	앱	포인트 관리	초대 링크 복사하기	친구 초대 성공 시 포인트를 받을 수 있는 사용자의 초대 링크 복사
837	의료/제약/헬스케어	의료	닥터나우	앱	포인트 관리	포인트 마켓 목록 조회하기	포인트로 살 수 있는 마켓 상품(기프티콘) 리스트 조회
838	의료/제약/헬스케어	의료	닥터나우	앱	포인트 관리	포인트 내역 조회하기	포인트 적립 내역 조회
839	의료/제약/헬스케어	의료	닥터나우	앱	포인트 관리	구매 가능한 포인트 조회하기	구매 가능한 포인트 금액 조회
840	의료/제약/헬스케어	의료	닥터나우	앱	포인트 관리	퀴즈 풀고 포인트 받기	퀴즈를 풀고 포인트 획득
841	의료/제약/헬스케어	의료	닥터나우	앱	포인트 관리	걸음 수 채우고 포인트 받기	건강 정보와 연동하여 걸음 수를 달성 후 포인트 획득
842	의료/제약/헬스케어	의료	닥터나우	앱	포인트 관리	체질량, 혈당, 혈압 기록하고 포인트 받기	사용자의 건강정보 입력 후 포인트 획득
843	의료/제약/헬스케어	의료	닥터나우	앱	고객지원	포인트 마켓 상품 추가 요청하기	구글 폼 외부 링크 연결
844	의료/제약/헬스케어	의료	닥터나우	앱	고객지원	커뮤니티 이용 정책 보기	커뮤니티 이용 정책 내용 조회
845	의료/제약/헬스케어	의료	닥터나우	앱	고객지원	공지사항 조회하기	공지사항 리스트 조회
846	의료/제약/헬스케어	의료	닥터나우	앱	고객지원	채널 톡 문의하기	채널 톡을 연결하여 채팅 문의 진행
847	의료/제약/헬스케어	의료	닥터나우	앱	고객지원	상담 언어 설정하기	채널 톡 상담 언어 설정
848	의료/제약/헬스케어	의료	닥터나우	앱	고객지원	메시지 번역 설정하기	채널 톡 메시지 번역 여부 설정
849	의료/제약/헬스케어	의료	닥터나우	앱	고객지원	자주 묻는 질문 조회하기	자주 묻는 질문 리스트 조회
850	의료/제약/헬스케어	의료	닥터나우	앱	알림 설정	메시지 알림 켜기	채널 톡 메시지 알림 켜기
851	의료/제약/헬스케어	의료	닥터나우	앱	알림 설정	메시지 알림 끄기	채널 톡 메시지 알림 끄기
852	의료/제약/헬스케어	의료	닥터나우	앱	알림 설정	광고 알림 켜기	채널 톡 광고 메시지 알림 켜기
853	의료/제약/헬스케어	의료	닥터나우	앱	알림 설정	광고 알림 끄기	채널 톡 광고 메시지 알림 끄기
854	마케팅	마케팅	레뷰	앱	Auth	소셜 회원 가입하기	소셜 로그인 정보를 연동하여 회원가입
855	마케팅	마케팅	레뷰	앱	Auth	이메일 회원 가입하기	요구된 정보를 입력하여 회원가입
856	마케팅	마케팅	레뷰	앱	Auth	가입/이용 약관 동의하기	가입/이용을 위한 약관 조회 및 동의
857	마케팅	마케팅	레뷰	앱	Auth	소셜 로그인 하기	소셜 로그인 정보를 연동하여 회원가입
858	마케팅	마케팅	레뷰	앱	Auth	이메일 인증하기	등록된 이메일로 인증 메일을 받아 이메일 인증하기
859	마케팅	마케팅	레뷰	앱	Auth	이메일 인증을 통해 비밀번호 찾기	인증메일 속 링크를 통해 비밀번호 재설정하기
860	마케팅	마케팅	레뷰	앱	Auth	비밀번호 변경하기	비밀번호 변경하기
861	마케팅	마케팅	레뷰	앱	Auth	휴대폰 번호 인증하기	입력한 휴대폰으로 인증 번호을 받아 휴대폰 인증하기
862	마케팅	마케팅	레뷰	앱	Auth	소셜 로그인 연동 목록 조회하기	사용자의 소셜 로그인 연동 리스트 조회하기
863	마케팅	마케팅	레뷰	앱	Auth	소셜 로그인 연결하기	소셜 로그인 정보 연동 추가하기
864	마케팅	마케팅	레뷰	앱	Auth	소셜 로그인 연결 해제하기	소셜 로그인 정보 연동 해제하기
865	마케팅	마케팅	레뷰	앱	Auth	로그아웃 하기	로그아웃하기
866	마케팅	마케팅	레뷰	앱	Auth	탈퇴 유의사항 동의하기	탈퇴 유의사항에 대한 내용 조회 및 동의하기
867	마케팅	마케팅	레뷰	앱	Auth	탈퇴하기	회원 탈퇴하기
868	마케팅	마케팅	레뷰	앱	계정관리	블로그 연결하기	사용자의 블로그 링크를 연결하기
869	마케팅	마케팅	레뷰	앱	계정관리	인스타그램 연결하기	사용자의 인스타그램 링크를 연결하기
870	마케팅	마케팅	레뷰	앱	계정관리	유튜브 연결하기	사용자의 유튜브 링크를 연결하기
871	마케팅	마케팅	레뷰	앱	계정관리	기본 정보 입력하기	이름, 성별, 출생년도, 닉네임 입력
872	마케팅	마케팅	레뷰	앱	계정관리	페널티 현황 조회하기	페널티 이력 조회
873	마케팅	마케팅	레뷰	앱	계정관리	페널티 현황 필터링하기	사용자가 선택한 옵션에 해당하는 페널티 리스트 조회
874	마케팅	마케팅	레뷰	앱	계정관리	자기 소개 입력하기	자기 소개 등록
875	마케팅	마케팅	레뷰	앱	계정관리	캠페인 참여 정보 등록하기	관심사, 주거 형태, 사이즈/피부 정보 등 캠페인 참여에 필요한 정보 등록
876	마케팅	마케팅	레뷰	앱	계정관리	프로필 사진 등록하기	프로피 사진 등록
877	마케팅	마케팅	레뷰	앱	계정관리	프로필 사진 변경하기	프로필 사진 변경
878	마케팅	마케팅	레뷰	앱	계정관리	멤버십 정보 조회하기	캠페인 신청 횟수, 출석 횟수를 통해 산정되는 참여점수를 통해 매겨진 멤버십 등급 조회하기
879	마케팅	마케팅	레뷰	앱	배송 관리	배송 정보 추가하기	배송 정보 추가
880	마케팅	마케팅	레뷰	앱	배송 관리	배송 정보 수정하기	배송 정보 수정
881	마케팅	마케팅	레뷰	앱	배송 관리	배송 정보 삭제하기	배송 정보 삭제
882	마케팅	마케팅	레뷰	앱	캠페인 관리	미디어 필터링 하기	사용자가 선택한 미디어 옵션에 맞는 캠페인 리스트 조회
883	마케팅	마케팅	레뷰	앱	캠페인 관리	오늘 오픈된 캠페인 리스트 조회하기	오늘 오픈된 캠페인 리스트 조회하기
884	마케팅	마케팅	레뷰	앱	캠페인 관리	제품 카테고리별 캠페인 리스트 조회하기	제품 카테고리별로 분류된 캠페인 리스트 조회하기
885	마케팅	마케팅	레뷰	앱	캠페인 관리	지역별 캠페인 리스트 조회하기	지역별로 분류된 캠페인 리스트 조회하기
886	마케팅	마케팅	레뷰	앱	캠페인 관리	기자단 캠페인 리스트 조회하기	기자단 체험 캠페인 리스트 조회하기
887	마케팅	마케팅	레뷰	앱	캠페인 관리	캠페인 정렬하기	사용자가 선택한 옵션에 맞게 정렬된 캠페인 리스트 조회하기
888	마케팅	마케팅	레뷰	앱	캠페인 관리	캠페인 필터링하기	사용자가 선택한 옵션에 해당하는 캠페인 리스트 조회하기
889	마케팅	마케팅	레뷰	앱	캠페인 관리	캠페인 정보 조회하기	캠페인 상세 정보 조회하기
890	마케팅	마케팅	레뷰	앱	캠페인 관리	캠페인 정보 보관하기	관심있는 캠페인 보관하기
891	마케팅	마케팅	레뷰	앱	캠페인 관리	캠페인 신청자 목록 조회하기	캠페인 신청자 목록 조회하기
892	마케팅	마케팅	레뷰	앱	캠페인 관리	캠페인 신청하기	캠페인 신청하기
893	마케팅	마케팅	레뷰	앱	캠페인 관리	캠페인 전체 신청 내역 조회하기	사용자의 캠페인 신청 내역 조회하기
894	마케팅	마케팅	레뷰	앱	캠페인 관리	캠페인 진행 상태 조회하기	사용자의 캠페인 진행 상태 조회하기
895	마케팅	마케팅	레뷰	앱	캠페인 관리	캠페인 신청 취소하기	사용자의 신청 캠페인 취소하기
896	마케팅	마케팅	레뷰	앱	캠페인 관리	관심 캠페인 목록 조회하기	관심 보관한 캠페인 목록 조회하기
897	마케팅	마케팅	레뷰	앱	캠페인 관리	콘텐츠 URL 등록하기	선정된 캠페인 작성 콘텐츠 URL 등록하기
898	마케팅	마케팅	레뷰	앱	캠페인 관리	등록 콘텐츠 조회하기	캠페인 작성 콘텐츠 조회하기
899	마케팅	마케팅	레뷰	앱	포인트 관리	추천 미션 리스트 조회하기	팔로우, 찜, 알림, 구독 신청을 통해 포인트를 적립할 수 있는 미션 리스트 조회
900	마케팅	마케팅	레뷰	앱	포인트 관리	참여하기 미션 리스트 조회하기	퀴즈, 회원 가입을 통해 포인트를 적립할 수 있는 미션 리스트 조회
901	마케팅	마케팅	레뷰	앱	포인트 관리	미션 참여하기	미션을 선택하여 외부 링크로 이동하여 미션 완료 후 포인트 받기
902	마케팅	마케팅	레뷰	앱	포인트 관리	쇼핑하기	앱 내 링크를 통해 쿠팡에서 쇼핑하고 포인트 받기
903	마케팅	마케팅	레뷰	앱	포인트 관리	쇼핑 링크 만들기	상품 링크를 입력하여 사용자만의 추천 링크 만들기
904	마케팅	마케팅	레뷰	앱	포인트 관리	최대 적립 미션 조회하기	최대 적립가능한 미션 리스트 조회
905	마케팅	마케팅	레뷰	앱	포인트 관리	미션 유형별 미션 조회하기	미션 유형별로 분류된 미션 리스트 조회
906	마케팅	마케팅	레뷰	앱	포인트 관리	적립 미션 필터링 하기	사용자가 선택한 옵션에 해당하는 미션 리스트 조회하기
907	마케팅	마케팅	레뷰	앱	포인트 관리	적립 내역 조회하기	사용자의 적립 내역 조회하기
908	마케팅	마케팅	레뷰	앱	포인트 관리	적립 내역 필터링 하기	사용자가 선택한 옵션에 해당하는 적립 내역 조회하기
909	마케팅	마케팅	레뷰	앱	포인트 관리	보유 포인트 조회하기	사용자의 보유 포인트 조회하기
910	마케팅	마케팅	레뷰	앱	포인트 관리	출금 내역 조회하기	사용자의 출금 내역 조회하기
911	마케팅	마케팅	레뷰	앱	포인트 관리	출금 내역 필터링 하기	사용자가 선택한 옵션에 해당하는 출금 내역 조회하기
912	마케팅	마케팅	레뷰	앱	포인트 관리	출금 금액 계산하기	3.3%가 절삭된 출금 금액 계산하기
913	마케팅	마케팅	레뷰	앱	포인트 관리	계좌 정보 입력하기	사용자의 실명 계좌정보 인증하기
914	마케팅	마케팅	레뷰	앱	포인트 관리	출금 신청하기	인증된 계좌로 출금 신청하기
915	마케팅	마케팅	레뷰	앱	커뮤니티	유형별 커뮤니티 글 목록 조회하기	공지사항, 꿀팁, 이벤트 등 운영사에서 작성한 공지사항 리스트 조회
916	마케팅	마케팅	레뷰	앱	커뮤니티	커뮤니티 글 필터링 하기	사용자가 선택한 옵션에 해당하는 커뮤니티 글 리스트 조회하기
917	마케팅	마케팅	레뷰	앱	커뮤니티	커뮤니티 글쓰기	커뮤니티 글 작성하기
