No	도메인	분류	서비스명	플랫폼	기능 그룹	기능	설명
1	커머스	쇼핑	쿠팡	앱	상품 조회	카테고리별 상품 목록 조회하기	유형 카테고리별로 분류된 상품 리스트 조회
2	커머스	쇼핑	쿠팡	앱	상품 조회	테마별 상품 목록 조회하기	사용자 특성에 맞는 테마별로 분류된 상품 리스트 조회
3	커머스	쇼핑	쿠팡	앱	상품 조회	배송 종류별 상품 목록 조회하기	새벽, 당일, 해외 배송별로 분류된 상품 리스트 조회
4	커머스	쇼핑	쿠팡	앱	상품 조회	이벤트 상품 목록 조회하기	진행 중인 이벤트 상품 리스트 조회
5	커머스	쇼핑	쿠팡	앱	상품 조회	상품 필터링하기	사용자가 원하는 옵션이 포함된 상품 리스트 조회
6	커머스	쇼핑	쿠팡	앱	상품 조회	상품 상세 정보 조회하기	상품 상세 정보 조회
7	커머스	쇼핑	쿠팡	앱	상품 조회	상품 공유하기	상품 상세 정보 링크를 공유
8	커머스	쇼핑	쿠팡	앱	상품 조회	상품 검색하기	키워드를 상품명에 포함하는 상품 리스트 조회
9	커머스	쇼핑	쿠팡	앱	상품 조회	최근 상품 검색어 조회하기	검색 창에서 사용자가 검색한 검색어 조회
10	커머스	쇼핑	쿠팡	앱	상품 조회	최근 상품 검색어 삭제하기	검색 창에서 사용자가 검색한 검색어 삭제
11	커머스	쇼핑	쿠팡	앱	상품 추천	상품 검색 시 배송 종류별 상품 추천하기	검색 창에서 당일, 새벽 배송이 가능한 검색어 추천
12	커머스	쇼핑	쿠팡	앱	상품 추천	상품 검색 시 고객과 연관된 상품 추천하기	검색 창에서 사용자의 최근 검색, 구매내역과 연관된 인기 검색어 추천
13	커머스	쇼핑	쿠팡	앱	상품 추천	최근 조회 상품과 유사한 상품 추천하기	사용자의 최근 조회 상품과 유사한 상품 리스트를 추천
14	커머스	쇼핑	쿠팡	앱	상품 추천	구매 경험이 있는 상품과 유사 브랜드 추천 상품 조회하기	구매 경험이 있는 상품과 유사 브랜드 상품 리스트 조회
15	커머스	쇼핑	쿠팡	앱	상품 추천	시즌, 타임별 특가 상품 추천하기	시즌, 타임별 특가 상품 리스트를 추천
16	커머스	쇼핑	쿠팡	앱	상품 추천	새벽 배송 상품 추천하기	새벽 배송 상품 리스트를 추천
17	커머스	쇼핑	쿠팡	앱	상품 추천	인기 상품 추천하기	인기 상품 리스트를 추천
18	커머스	쇼핑	쿠팡	앱	상품 추천	구매 경험이 있는 상품 추천하기	사용자의 구매 경험이 있는 상품 리스트를 추천
19	커머스	쇼핑	쿠팡	앱	상품 추천	구매 경험이 있는 상품과 유사한 상품 추천하기	사용자의 구매 경험이 있는 상품과 유사 상품 리스트를 추천
20	커머스	쇼핑	쿠팡	앱	라이브 커머스	실시간 라이브 커머스 방송 시청하기	스트리밍 서비스를 이용해 실시간 라이브 커머스 방송 시청
21	커머스	쇼핑	쿠팡	앱	라이브 커머스	VOD 라이브 커머스 방송 시청하기	녹화된 VOD 라이브 커머스 방송 시청
22	커머스	쇼핑	쿠팡	앱	라이브 커머스	라이브 방송 숏츠 시청하기	편집된 라이브 커머스 숏츠 시청
23	커머스	쇼핑	쿠팡	앱	라이브 커머스	제스쳐를 통해 다음 라이브 커머스 방송 시청하기	위로 스와이프하는 제스쳐를 통해 다음 실시간, VOD, 숏츠 라이브 커머스 시청
24	커머스	쇼핑	쿠팡	앱	라이브 커머스	실시간 라이브 커머스 방송에 댓글 쓰기	실시간 라이브 커머스 방송에 댓글 작성
25	커머스	쇼핑	쿠팡	앱	라이브 커머스	라이브 커머스 방송에 좋아요 평가하기	실시간, VOD, 숏츠 라이브 커머스에 좋아요 평가
26	커머스	쇼핑	쿠팡	앱	라이브 커머스	라이브 공유하기	실시간, VOD, 숏츠 라이브 커머스 방송 링크 공유
27	커머스	쇼핑	쿠팡	앱	라이브 커머스	예정 라이브 방송 목록 조회하기	방송 예정 라이브 커머스 리스트 조회
28	커머스	쇼핑	쿠팡	앱	라이브 커머스	예정 라이브 방송 알림 신청하기	방송 예정 라이브 커머스 알림 신청
29	커머스	쇼핑	쿠팡	앱	상품 보관	상품 찜하기 	하트 버튼을 눌러 상품 찜하기
30	커머스	쇼핑	쿠팡	앱	상품 보관	상품 찜 취소하기	하트 버튼을 다시 눌러 상품 찜 취소
31	커머스	쇼핑	쿠팡	앱	상품 보관	찜한 상품 조회하기	찜한 상품 리스트 조회
32	커머스	쇼핑	쿠팡	앱	주문	상품 장바구니 넣기	장바구니 버튼을 눌러 상품 장바구니 넣기
33	커머스	쇼핑	쿠팡	앱	주문	상품 장바구니 빼기	엑스 버튼을 눌러 상품 장바구니 빼기
34	커머스	쇼핑	쿠팡	앱	주문	상품 옵션 수정하기	장바구니에서 상품 옵션 수정하기
35	커머스	쇼핑	쿠팡	앱	주문	상품 주문하기	상품 주문하기 버튼을 눌러 상품 주문
36	커머스	쇼핑	쿠팡	앱	주문	상품 주문 취소하기	주문 취소 버튼을 눌러 상품 주문 취소
37	커머스	쇼핑	쿠팡	앱	주문	주문 목록 조회하기	사용자가 주문했던 상품 리스트를 조회
38	커머스	쇼핑	쿠팡	앱	주문	주문 목록 삭제하기	사용자가 주문했던 주문 내역을 삭제
39	커머스	쇼핑	쿠팡	앱	주문	영수증 조회하기	사용자가 주문했던 주문 내역의 영수증 조회
40	커머스	쇼핑	쿠팡	앱	주문	교환, 반품 신청하기	사용자가 주문했던 상품, 교환, 반품 사유, 해결방법을 선택하여 교환, 반품 신청
41	커머스	쇼핑	쿠팡	앱	주문	취소, 반품, 교환 목록 조회하기	사용자가 취소, 반품, 교환했던 상품 리스트를 조회
42	커머스	쇼핑	쿠팡	앱	주문	카카오톡으로 선물 보내기	선택한 상품을 상대방 카카오톡 정보를 입력하여 선물 발송
43	커머스	쇼핑	쿠팡	앱	주문	SMS로 선물 보내기	선택한 상품을 상대방 SMS 정보를 입력하여 선물 발송
44	커머스	쇼핑	쿠팡	앱	주문	받은 선물 목록 조회하기	받은 선물 목록 조회
45	커머스	쇼핑	쿠팡	앱	주문	보낸 선물 목록 조회하기	보낸 선물 목록 조회
46	커머스	쇼핑	쿠팡	앱	주문	은행 계좌 인증하기	사용자가 입력한 은행과 계좌번호과 사용자의 실명과 일치하는지 확인
47	커머스	쇼핑	쿠팡	앱	결제	은행 계좌 결제 수단 등록하기	인증이 완료된 은행계좌를 결제 수단으로 등록
48	커머스	쇼핑	쿠팡	앱	결제	신용/체크 카드 스캔하기	카메라가 실행되며, 사각형 영역에 카드를 맞추면 카드 번호와 유효기간, CVC 번호를 자동 입력
49	커머스	쇼핑	쿠팡	앱	결제	신용/체크 카드 정보 입력하기 	사용자가 직접 카드 정보를 입력하거나 스캔된 카드 정보를 수정
50	커머스	쇼핑	쿠팡	앱	결제	신용/체크 카드 결제 수단 등록하기	입력한 정보의 카드를 결제 수단으로 등록
51	커머스	쇼핑	쿠팡	앱	결제	앱 카드로 결제 수단 등록하기	사용자가 선택한 카드사 페이지로 연결되어 해당 카드를 결제 수단으로 등록
52	커머스	쇼핑	쿠팡	앱	결제	등록된 정보로 디지털 머니 충전하기	사용자가 입력한 금액과 등록한 계좌로 디지털 머니 충전
53	커머스	쇼핑	쿠팡	앱	결제	가상 계좌 발급하기	사용자가 주문한 금액과 선택한 은행으로 가상 계좌번호를 발급
54	커머스	쇼핑	쿠팡	앱	결제	무통장 입금으로 디지털 머니 충전하기	가상 계좌로 사용자가 입력한 금액 입금 확인 시 디지털 머니 충전
55	커머스	쇼핑	쿠팡	앱	결제	디지털 머니 자동 충전하기	사용자가 최저 잔액 한도와 충전 금액을 설정 시 등록된 계좌로 디지털 머니 충전
56	커머스	쇼핑	쿠팡	앱	결제	디지털 머니 결제하기	결제 시 디지털머니 잔액으로 결제
57	커머스	쇼핑	쿠팡	앱	결제	등록된 은행 계좌 정보로 결제하기	결제 시 등록된 은행 계좌로 결제
58	커머스	쇼핑	쿠팡	앱	결제	등록된 신용/체크카드 결제하기	결제 시 등록된 신용/체크 카드로 결제
59	커머스	쇼핑	쿠팡	앱	결제	휴대폰 일반 결제 승인번호 요청하기	휴대폰 결제를 위한 결제 정보 입력 후 승인번호 요청
60	커머스	쇼핑	쿠팡	앱	결제	휴대폰 소액결제 비밀번호를 입력하여 승인번호 요청하기	휴대폰 결제를 위한 결제 정보와 소액결제 비밀번호 입력 후 승인번호 요청
61	커머스	쇼핑	쿠팡	앱	결제	휴대폰 결제하기	휴대폰 승인번호 확인이 완료된 휴대폰 결제
62	커머스	쇼핑	쿠팡	앱	결제	포인트 결제하기	사용자가 보유한 포인트를 사용자가 입력한 금액만큼 차감하여 결제
63	커머스	쇼핑	쿠팡	앱	결제	현금영수증 신청하기	현금 결제 시 사용자가 현금영수증 등록 번호를 입력하여 신청
64	커머스	쇼핑	쿠팡	앱	결제	제휴 포인트 조회하기	연관된 제휴 업체의 포인트를 조회
65	커머스	쇼핑	쿠팡	앱	결제	제휴 포인트 전환하기	연관된 제휴 업체의 포인트를 사용 가능한 포인트로 전환
66	커머스	쇼핑	쿠팡	앱	결제	기프트카드 등록하기	등록번호를 입력하여 기프트카드 등록
67	커머스	쇼핑	쿠팡	앱	결제	기프트카드 목록 조회하기	등록했거나 발송했던 기프트카드 리스트를 조회
68	커머스	쇼핑	쿠팡	앱	결제	할인 쿠폰 등록하기	할인쿠폰 번호를 등록하여 할인쿠폰 등록
69	커머스	쇼핑	쿠팡	앱	결제	할인 쿠폰 목록 조회하기	등록했거나 발급 받은 할인 쿠폰 리스트를 조회
70	커머스	쇼핑	쿠팡	앱	결제	할인 쿠폰 적용하기	사용자가 보유한 할인쿠폰을 선택 적용하여 결제
71	커머스	쇼핑	쿠팡	앱	이벤트	이벤트 쿠폰 다운로드 하기	이벤트 쿠폰 다운로드
72	커머스	쇼핑	쿠팡	앱	이벤트	리워드 금액 확인하기	상품 링크 공유 후 타 사용자가 해당 구매 시 받는 리워드 금액 확인하기
73	커머스	쇼핑	쿠팡	앱	체험단	체험단 상품 조회하기	체험단에 선정된 경우 체험 가능한 상품 리스트 조회
74	커머스	쇼핑	쿠팡	앱	체험단	체험단 상품 신청하기	체험단에 선정된 경우 체험 가능한 상품 신청
75	커머스	쇼핑	쿠팡	앱	체험단	체험단 상품 리뷰쓰기	체험단에 선정되어 체험단 상품을 신청한 경우 해당 상품에 대한 리뷰 작성
76	커머스	쇼핑	쿠팡	앱	배송 관리	배송 정보 추가하기	배송 정보 추가
77	커머스	쇼핑	쿠팡	앱	배송 관리	배송 정보 수정하기	배송 정보 수정
78	커머스	쇼핑	쿠팡	앱	배송 관리	배송 정보 삭제하기	배송 정보 삭제
79	커머스	쇼핑	쿠팡	앱	배송 관리	정기 배송 신청하기	정기 배송 신청
80	커머스	쇼핑	쿠팡	앱	배송 관리	정기 배송 정보 변경하기	정기 배송 정보 수정
81	커머스	쇼핑	쿠팡	앱	배송 관리	정기 배송 삭제하기	정기 배송 삭제
82	커머스	쇼핑	쿠팡	앱	배송 관리	배송 상태 조회하기	배송 상태 조회
83	커머스	쇼핑	쿠팡	앱	리뷰 관리	구매 상품 별점 작성하기	구매 상품 별점 작성
84	커머스	쇼핑	쿠팡	앱	리뷰 관리	구매 상품 리뷰 작성하기	구매 상품 리뷰 작성
85	커머스	쇼핑	쿠팡	앱	리뷰 관리	구매 상품 리뷰 사진 촬영하기	구매 상품 리뷰 사진 촬영
86	커머스	쇼핑	쿠팡	앱	리뷰 관리	구매 상품 리뷰 사진 첨부하기	구매 상품 리뷰 사진 첨부
87	커머스	쇼핑	쿠팡	앱	리뷰 관리	나의 리뷰 조회하기	사용자가 작성했던 리뷰 리스트 조회
88	커머스	쇼핑	쿠팡	앱	리뷰 관리	상품 리뷰 조회하기	상품에 대해 작성된 리뷰 리스트 조회
89	커머스	쇼핑	쿠팡	앱	리뷰 관리	베스트 상품평 조회하기	베스트 상품평 리스트 조회
90	커머스	쇼핑	쿠팡	앱	리뷰 관리	리뷰어 랭킹 조회하기	리뷰어 랭킹 리스트 조회
91	커머스	쇼핑	쿠팡	앱	리뷰 관리	상품 리뷰 신고하기	신고 사유를 선택 및 작성하여 상품 리뷰 신고
92	커머스	쇼핑	쿠팡	앱	리뷰 관리	상품 리뷰 평가하기	상품 리뷰에 대해 도움이 돼요, 도움 안돼요를 통해 평가
93	커머스	쇼핑	쿠팡	앱	고객 지원	배송 완료 후 고객만족도 평가하기	배송 완료 후 고객만족도 좋아요, 싫어요 표시하기
94	커머스	쇼핑	쿠팡	앱	고객 지원	상품 문의하기	선택한 상품과 문의 유형을 선택하여 문의 작성
95	커머스	쇼핑	쿠팡	앱	고객 지원	상품 문의 내역 조회	상품에 대해 작성된 문의 리스트 조회
96	커머스	쇼핑	쿠팡	앱	고객 지원	상품 문의 내역 삭제	작성한 문의 내역 삭제
97	커머스	쇼핑	쿠팡	앱	고객 지원	1:1 채팅 상담하기	1:1 채팅 상담
98	커머스	쇼핑	쿠팡	앱	고객 지원	전화 상담하기	사용자 기기에 고객 상담 전화 번호를 연결
99	커머스	쇼핑	쿠팡	앱	고객 지원	고객의 소리 남기기	고객의 소리 작성
100	커머스	쇼핑	쿠팡	앱	고객 지원	1:1 채팅 상담 내역 조회하기	1:1 채팅 상담 내역 조회
101	커머스	쇼핑	쿠팡	앱	고객 지원	A/S 신청하기	A/S 가능한 상품을 주문했을 경우 해당 상품과 증상, 방문일을 입력하여 A/S 신청
102	커머스	쇼핑	쿠팡	앱	고객 지원	공지사항 조회하기	공지사항 리스트 조회
103	커머스	쇼핑	쿠팡	앱	고객 지원	FAQ 조회하기	FAQ(자주묻는질문) 리스트 조회
104	커머스	쇼핑	쿠팡	앱	고객 지원	FAQ 검색하기	키워드를 FAQ에 포함하는 FAQ 리스트 조회
105	커머스	쇼핑	쿠팡	앱	Auth	사업자 회원가입 하기	요구된 정보를 입력하여 사업자 회원가입
106	커머스	쇼핑	쿠팡	앱	Auth	개인 회원가입 하기	요구된 정보를 입력하여 개인 회원가입
107	커머스	쇼핑	쿠팡	앱	Auth	가입/이용 약관 동의하기	가입/이용을 위한 약관 조회 및 동의
108	커머스	쇼핑	쿠팡	앱	Auth	휴대폰 본인인증 하기	입력한 휴대폰으로 인증 번호을 받아 휴대폰 인증하기
109	커머스	쇼핑	쿠팡	앱	Auth	이메일 인증하기	입력한 이메일로 인증 메일을 받아 이메일 인증하기
110	커머스	쇼핑	쿠팡	앱	Auth	이메일 로그인하기	등록된 이메일과 비밀번호를 입력하여 로그인
111	커머스	쇼핑	쿠팡	앱	Auth	휴대폰번호 로그인하기	등록된 휴대폰 번호와 비밀번호를 입력하여 로그인
112	커머스	쇼핑	쿠팡	앱	Auth	아이디 찾기	휴대폰 본인인증을 완료 후 아이디 조회
113	커머스	쇼핑	쿠팡	앱	Auth	이메일로 비밀번호 재설정 링크 발송	인증된 이메일로 비밀번호 재설정 링크 받기
114	커머스	쇼핑	쿠팡	앱	Auth	이메일 인증을 통해 비밀번호 재설정	새로운 비밀번호를 입력하여 비밀번호 수정
115	커머스	쇼핑	쿠팡	앱	Auth	휴대폰 인증을 통해 비밀번호 재설정	휴대폰 인증을 통해 비밀번호 재설정
116	커머스	쇼핑	쿠팡	앱	Auth	이름 정보 수정하기	회원 정보 수정에서 휴대폰 인증 완료 후 이름 정보 수정
117	커머스	쇼핑	쿠팡	앱	Auth	이메일 정보 수정하기	회원 정보 수정에서 이메일 인증 완료 후 이메일 정보 수정
118	커머스	쇼핑	쿠팡	앱	Auth	휴대폰 번호 수정하기	회원 정보 수정에서 휴대폰 인증 완료 후 휴대폰 정보 수정
119	커머스	쇼핑	쿠팡	앱	Auth	비밀번호 변경하기	회원 정보 수정에서 비밀번호 변경
120	커머스	쇼핑	쿠팡	앱	Auth	로그아웃 하기	로그아웃
121	커머스	쇼핑	쿠팡	앱	Auth	탈퇴 유의사항 동의하기	탈퇴 유의사항에 대한 내용 조회 및 동의하기
122	커머스	쇼핑	쿠팡	앱	Auth	탈퇴하기	비밀번호를 입력 후 회원 탈퇴
123	커머스	쇼핑	쿠팡	앱	계정관리	계정으로 로그인 했던 환경 조회하기	계정으로 로그인 했던 환경 조회
124	커머스	쇼핑	쿠팡	앱	계정관리	개인통관고유번호 등록하기	해외 배송을 위한 개인통관고유번호 등록
125	커머스	쇼핑	쿠팡	앱	계정관리	개인통관고유번호 변경하기	해외 배송을 위한 개인통관고유번호 변경
126	커머스	쇼핑	쿠팡	앱	계정관리	개인통관고유번호 발급 링크 연결하기	해외 배송을 위한 개인통관고유번호 발급가능한 관세청 링크 연결
127	커머스	쇼핑	쿠팡	앱	계정관리	임시 저장된 이미지 삭제하기	임시 저장된 이미지 캐시 삭제하여 저장 공간 확보
128	커머스	쇼핑	쿠팡	앱	계정관리	프로필 사진 등록하기	프로필 사진 등록
129	커머스	쇼핑	쿠팡	앱	계정관리	프로필 사진 변경하기	프로필 사진 변경
130	커머스	쇼핑	쿠팡	앱	계정관리	프로필 사진 삭제하기	프로필 사진 삭제
131	커머스	쇼핑	쿠팡	앱	계정관리	멤버십 가입하기	정기 결제 멤버십 가입
132	커머스	쇼핑	쿠팡	앱	계정관리	멤버십 결제하기	정기 결제 멤버십 결제
133	커머스	쇼핑	쿠팡	앱	계정관리	멤버십 해지하기	정기 결제 멤버십 해지
134	커머스	쇼핑	쿠팡	앱	계정관리	멤버십 혜택 조회하기	정기 결제 멤버십 혜택 리스트 조회
135	커머스	쇼핑	쿠팡	앱	알림 설정	주문 관련 push 알림 켜기	주문 관련 push 알림 켜기
136	커머스	쇼핑	쿠팡	앱	알림 설정	주문 관련 push 알림 끄기	주문 관련 push 알림 끄기
137	커머스	쇼핑	쿠팡	앱	알림 설정	배송 관련 push 알림 켜기	배송 관련 push 알림 켜기
138	커머스	쇼핑	쿠팡	앱	알림 설정	배송 관련 push 알림 끄기	배송 관련 push 알림 끄기
139	커머스	쇼핑	쿠팡	앱	알림 설정	재입고 관련 push 알림 켜기	재입고 관련 push 알림 켜기
140	커머스	쇼핑	쿠팡	앱	알림 설정	재입고 관련 push 알림 끄기	재입고 관련 push 알림 끄기
141	커머스	쇼핑	쿠팡	앱	알림 설정	리뷰 관련 push 알림 켜기	리뷰 관련 push 알림 켜기
142	커머스	쇼핑	쿠팡	앱	알림 설정	리뷰 관련 push 알림 끄기	리뷰 관련 push 알림 끄기
143	커머스	쇼핑	쿠팡	앱	알림 설정	고객센터 관련 push 알림 켜기	고객센터 관련 push 알림 켜기
144	커머스	쇼핑	쿠팡	앱	알림 설정	고객센터 관련 push 알림 끄기	고객센터 관련 push 알림 끄기
145	커머스	쇼핑	쿠팡	앱	알림 설정	판매자샵 관련 push 알림 켜기	판매자샵 관련 push 알림 켜기
146	커머스	쇼핑	쿠팡	앱	알림 설정	판매자샵 관련 push 알림 끄기	판매자샵 관련 push 알림 끄기
147	커머스	쇼핑	쿠팡	앱	알림 설정	광고 관련 push 알림 켜기	광고 관련 push 알림 켜기
148	커머스	쇼핑	쿠팡	앱	알림 설정	광고 관련 push 알림 켜기	광고 관련 push 알림 켜기
149	커머스	쇼핑	11번가	앱	상품 조회	카테고리별 상품 목록 조회하기	유형 카테고리별로 분류된 상품 리스트 조회
150	커머스	쇼핑	11번가	앱	상품 조회	브랜드별 상품 목록 조회하기	브랜드별로 분류된 상품 리스트 조회
151	커머스	쇼핑	11번가	앱	상품 조회	상품 필터링하기	사용자가 원하는 옵션으로 분류된 상품 리스트 조회
152	커머스	쇼핑	11번가	앱	상품 조회	상품 상세 정보 조회하기	상품 상세 정보 조회
153	커머스	쇼핑	11번가	앱	상품 조회	상품 공유하기	상품 상세 정보 링크를 공유
154	커머스	쇼핑	11번가	앱	상품 조회	상품 숏츠 조회하기	상품 상세 정보 영상 숏츠 조회
155	커머스	쇼핑	11번가	앱	상품 조회	상품 숏츠 공유하기	상품 상세 정보 영상 숏츠 링크를 공유
156	커머스	쇼핑	11번가	앱	상품 조회	상품 숏츠 좋아요 평가하기	상품 상세 정보 영상 숏츠 좋아요 평가
157	커머스	쇼핑	11번가	앱	상품 조회	상품 숏츠 댓글 쓰기	상품 상세 정보 영상 숏츠 댓글 쓰기
158	커머스	쇼핑	11번가	앱	상품 조회	상품 검색하기	키워드를 상품명에 포함하는 상품 리스트 조회
159	커머스	쇼핑	11번가	앱	상품 조회	상품 검색 시 최근 검색어 조회하기	검색 창에서 사용자가 검색한 검색어 조회
160	커머스	쇼핑	11번가	앱	상품 조회	상품 검색 시 최근 검색어 삭제하기	검색 창에서 사용자가 검색한 검색어 삭제
161	커머스	쇼핑	11번가	앱	상품 조회	상품 검색 시 최근 조회 상품 조회하기	검색 창에서 사용자가 조회한 상품 리스트 조회
162	커머스	쇼핑	11번가	앱	상품 조회	실시간 쇼핑 검색어 조회하기	실시간으로 업데이트 되는 쇼핑 검색어 랭킹 조회
163	커머스	쇼핑	11번가	앱	상품 조회	추천 브랜드 조회하기	추천된 브랜드 리스트 조회하기
164	커머스	쇼핑	11번가	앱	상품 추천	최근 조회 상품과 유사한 상품 추천하기	사용자의 최근 조회 상품과 유사한 상품 리스트를 추천
165	커머스	쇼핑	11번가	앱	상품 추천	시즌, 타임별 특가 상품 추천하기	시즌, 타임별 특가 상품 리스트를 추천
166	커머스	쇼핑	11번가	앱	상품 추천	당일 배송 상품 추천하기	당일 배송 상품 리스트를 추천
167	커머스	쇼핑	11번가	앱	상품 추천	베스트 상품 추천하기	베스트 상품 리스트를 추천
168	커머스	쇼핑	11번가	앱	상품 추천	MD 선정 상품 추천하기	MD 선정 상품 리스트 추천
169	커머스	쇼핑	11번가	앱	라이브 커머스	실시간 라이브 커머스 방송 시청하기	스트리밍 서비스를 이용해 실시간 라이브 커머스 방송 시청
170	커머스	쇼핑	11번가	앱	라이브 커머스	VOD 라이브 커머스 방송 시청하기	녹화된 VOD 라이브 커머스 방송 시청
171	커머스	쇼핑	11번가	앱	라이브 커머스	라이브 커머스 소리 켜기	소리 버튼을 클릭해 소리 켜기
172	커머스	쇼핑	11번가	앱	라이브 커머스	라이브 커머스 소리 끄기	소리 버튼을 클릭해 소리 끄기
173	커머스	쇼핑	11번가	앱	라이브 커머스	제스쳐를 통해 다음 라이브 커머스 방송 시청하기	위로 스와이프하는 제스쳐를 통해 다음 실시간, VOD, 숏츠 라이브 커머스 시청
174	커머스	쇼핑	11번가	앱	라이브 커머스	실시간 라이브 커머스 방송에 댓글 쓰기	실시간 라이브 커머스 방송에 댓글 작성
175	커머스	쇼핑	11번가	앱	라이브 커머스	라이브 커머스 방송에 좋아요 평가하기	실시간, VOD 라이브 커머스에 좋아요 평가
176	커머스	쇼핑	11번가	앱	라이브 커머스	라이브 공유하기	실시간, VOD 라이브 커머스 방송 링크 공유
177	커머스	쇼핑	11번가	앱	라이브 커머스	예정 라이브 방송 목록 조회하기	방송 예정 라이브 커머스 리스트 조회
178	커머스	쇼핑	11번가	앱	라이브 커머스	예정 라이브 방송 알림 신청하기	방송 예정 라이브 커머스 알림 신청
179	커머스	쇼핑	11번가	앱	상품 보관	상품 찜하기 	하트 버튼을 눌러 상품 찜하기
180	커머스	쇼핑	11번가	앱	상품 보관	상품 찜 취소하기	하트 버튼을 다시 눌러 상품 찜 취소
181	커머스	쇼핑	11번가	앱	상품 보관	찜한 상품 조회하기	찜한 상품 리스트 조회
182	커머스	쇼핑	11번가	앱	주문	상품 장바구니 넣기	장바구니 버튼을 눌러 상품 장바구니 넣기
183	커머스	쇼핑	11번가	앱	주문	상품 장바구니 빼기	엑스 버튼을 눌러 상품 장바구니 빼기
184	커머스	쇼핑	11번가	앱	주문	상품 주문하기	상품 주문하기 버튼을 눌러 상품 주문
185	커머스	쇼핑	11번가	앱	주문	상품 주문 취소하기	주문 취소 버튼을 눌러 상품 주문 취소
186	커머스	쇼핑	11번가	앱	주문	주문 목록 조회하기	사용자가 주문했던 상품 리스트를 조회
187	커머스	쇼핑	11번가	앱	주문	취소, 반품, 교환 목록 조회하기	사용자가 취소, 반품, 교환했던 상품 리스트를 조회
188	커머스	쇼핑	11번가	앱	주문	환불 내역 조회하기	환불 내역 조회
189	커머스	쇼핑	11번가	앱	주문	환불 내역 필터링하기	환불 내역을 최근 구매 일자별로 필터링하여 조회하기
190	커머스	쇼핑	11번가	앱	주문	주문 내역 조회하기	주문 내역 조회
191	커머스	쇼핑	11번가	앱	주문	주문 내역 정렬하기	주문 내역을 주문 일자와 업데이트 순으로 정렬하기
192	커머스	쇼핑	11번가	앱	주문	주문 내역 필터링하기	주문 내역을 최근 구매 일자별로 필터링하여 조회하기
193	커머스	쇼핑	11번가	앱	주문	주문 내역 검색하기	키워드를 포함하는 주문 내역 조회
194	커머스	쇼핑	11번가	앱	주문	주문 상품 판매자 문의하기	주문 상품을 판매한 판매자에게 문의하기
195	커머스	쇼핑	11번가	앱	주문	판매자 정보 상세 조회	주문 상품을 판매한 판매자 상세보기
196	커머스	쇼핑	11번가	앱	주문	주문 상품 장바구니 담기	주문 상품 장바구니 담기
197	커머스	쇼핑	11번가	앱	주문	주문 내역 삭제하기	주문 내역 삭제하기
198	커머스	쇼핑	11번가	앱	주문	카카오톡으로 선물 보내기	선택한 상품을 상대방 카카오톡 정보를 입력하여 선물 발송
199	커머스	쇼핑	11번가	앱	주문	MMS로 선물 보내기	선택한 상품을 상대방 MMS 정보를 입력하여 선물 발송
200	커머스	쇼핑	11번가	앱	주문	받은 선물 목록 조회하기	받은 선물 목록 조회
201	커머스	쇼핑	11번가	앱	주문	보낸 선물 목록 조회하기	보낸 선물 목록 조회
202	커머스	쇼핑	11번가	앱	이벤트	미션 리스트 조회	포인트를 받을 수 있는 미션 리스트 조회
203	커머스	쇼핑	11번가	앱	이벤트	미션 참여 후 포인트 받기	포인트를 받을 수 있는 미션 참여 후 포인트 받기
204	커머스	쇼핑	11번가	앱	이벤트	할인쿠폰 증정 이벤트 리스트 조회	할인쿠폰 증정 이벤트 리스트 조회
205	커머스	쇼핑	11번가	앱	이벤트	이벤트 참여 후 할인쿠폰 받기	할인쿠폰 증정 이벤트 참여 후 할인 쿠폰 받기
206	커머스	쇼핑	11번가	앱	이벤트	리워드 금액 확인하기	상품 링크 공유 후 타 사용자가 해당 구매 시 받는 리워드 금액 조회
207	커머스	쇼핑	11번가	앱	이벤트	머니백 랭킹 조회하기	리워드 금액별 머니백 랭킹과 나의 랭킹 조회
208	커머스	쇼핑	11번가	앱	결제	은행 계좌 결제 수단 등록하기	인증이 완료된 은행계좌를 결제 수단으로 등록
209	커머스	쇼핑	11번가	앱	결제	신용/체크 카드 스캔하기	카메라가 실행되며, 사각형 영역에 카드를 맞추면 카드 번호와 유효기간, CVC 번호를 자동 입력
210	커머스	쇼핑	11번가	앱	결제	신용/체크 카드 정보 입력하기 	사용자가 직접 카드 정보를 입력하거나 스캔된 카드 정보를 수정
211	커머스	쇼핑	11번가	앱	결제	신용/체크 카드 결제 수단 등록하기	입력한 정보의 카드를 결제 수단으로 등록
212	커머스	쇼핑	11번가	앱	결제	휴대폰 결제 수단 등록하기	휴대폰 본인인증을 통해 결제 수단으로 등록
213	커머스	쇼핑	11번가	앱	결제	핀크 결제 수단 등록하기	핀크 회원 인증을 통해 결제 수단으로 등록
214	커머스	쇼핑	11번가	앱	결제	등록된 정보로 디지털 머니 충전하기	사용자가 입력한 금액과 등록한 계좌로 디지털 머니 충전
215	커머스	쇼핑	11번가	앱	결제	디지털 머니 결제하기	결제 시 디지털머니 잔액으로 결제
216	커머스	쇼핑	11번가	앱	결제	등록된 은행 계좌 정보로 결제하기	결제 시 등록된 은행 계좌로 결제
217	커머스	쇼핑	11번가	앱	결제	등록된 신용/체크카드 결제하기	결제 시 등록된 신용/체크 카드로 결제
